name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,2020-09-08,31.8,21.4,25.1,33.9,21.4,25.7,20.9,79.9,25.08,100,70.83,rain,,,,13.1,205.6,,66.6,6.5,233.4,20.3,8,,2020-09-08T06:08:40,2020-09-08T18:25:41,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-09,29.6,20,23.9,33,20,24.7,21.5,87.3,113.94,100,70.83,rain,,,,14.9,184.7,,65.6,5.9,186.9,16,7,,2020-09-09T06:08:41,2020-09-09T18:24:59,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-10,28.9,20.1,23.5,31.8,20.1,23.7,20.5,84.2,7,100,58.33,rain,,,,22.1,241.2,,68.4,6.5,116.7,9.8,4,,2020-09-10T06:08:41,2020-09-10T18:24:17,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-11,26.9,20,22.7,28.4,20,22.8,20.3,87.2,1.3,100,41.67,rain,,,,25.9,237.7,,69.4,7.1,157.3,13.6,6,,2020-09-11T06:08:41,2020-09-11T18:23:35,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-12,26.9,20.4,22.2,29.1,20.4,22.3,20.8,92.3,18.07,100,50,rain,,,,25.8,238.7,,74,4.6,151.5,13.1,7,,2020-09-12T06:08:41,2020-09-12T18:22:53,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-13,25.9,20,22,25.9,20,22,20.6,91.7,3.8,100,66.67,rain,,,,18.5,258,,76,4.7,192.1,16.6,8,,2020-09-13T06:08:41,2020-09-13T18:22:10,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-14,27.3,20,22.6,28.3,20,22.6,20.3,87.8,10,100,33.33,rain,,,,31.7,273.4,,66.3,5.7,292.3,25.2,10,,2020-09-14T06:08:41,2020-09-14T18:21:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,remote,43295099999"
bangalore,2020-09-15,27.9,20,23.3,30,20,23.5,20.2,84,1.1,100,37.5,rain,,,,20.7,252.4,,69.6,6.3,280.1,24.1,10,,2020-09-15T06:08:41,2020-09-15T18:20:45,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-16,27.9,20.4,24.1,30,20.4,24.5,20.4,80.7,0,0,0,,,,,20.5,254.7,,62.1,7.3,179.4,15.5,6,,2020-09-16T06:08:41,2020-09-16T18:20:02,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-17,28.9,21,24,31.2,21,24.4,20.1,79.7,0.2,100,4.17,rain,,,,20.5,259.8,,68.3,5.9,228.2,19.6,8,,2020-09-17T06:08:41,2020-09-17T18:19:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-18,28.9,21,24.3,31.3,21,24.7,20.4,79.9,1.9,100,25,rain,,,,26,258.3,,69.9,6,232.4,20,8,,2020-09-18T06:08:42,2020-09-18T18:18:36,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-19,26.9,20.9,22.7,28.7,20.9,22.9,20.5,88.3,23.96,100,50,rain,,,,22.5,246.4,,70.3,5.8,241.1,20.9,9,,2020-09-19T06:08:42,2020-09-19T18:17:53,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-20,22.9,19.9,21.1,22.9,19.9,21.1,20.5,96.6,12.77,100,54.17,rain,,,,23.2,250,,79.8,4.6,153,13.2,6,,2020-09-20T06:08:42,2020-09-20T18:17:10,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-21,27,19.2,22.6,28.8,19.2,22.7,19.8,85,1,100,37.5,rain,,,55.4,33.5,246,,66.6,5.5,207.9,18,7,,2020-09-21T06:08:42,2020-09-21T18:16:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-22,26,18.9,22.2,26,18.9,22.2,19.6,85.9,0.2,100,8.33,rain,,,,22.3,240.6,,65.7,5.5,246.5,21.5,9,,2020-09-22T06:08:42,2020-09-22T18:15:45,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-23,27.9,18.2,23,29.5,18.2,23.2,18.7,78.3,0,0,0,,,,,27.7,246.9,,51.5,6.6,293.4,25.4,10,,2020-09-23T06:08:43,2020-09-23T18:15:02,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-24,28,20,23.9,30.1,20,24.2,20.2,81.3,0,0,0,,,,,18.4,249.4,,58.2,6.7,201.6,17.6,6,,2020-09-24T06:08:43,2020-09-24T18:14:20,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-25,30,21,24.9,31.9,21,25.5,20.6,78.9,6.01,100,45.83,rain,,,,23.7,245.5,,59.7,6.3,139,12,5,,2020-09-25T06:08:44,2020-09-25T18:13:38,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-26,26.8,21,23.1,28.3,21,23.1,20.4,85.3,3.58,100,25,rain,,,,20.3,264.8,,70.1,5.1,104.7,9,4,,2020-09-26T06:08:45,2020-09-26T18:12:55,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-27,27.9,20,23.8,29.5,20,24,20,80.5,0.1,100,4.17,rain,,,,14.8,246.9,,65.2,6,211.7,18.2,9,,2020-09-27T06:08:46,2020-09-27T18:12:14,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-28,28.9,20,24.2,31.2,20,24.7,20.5,80.9,0.4,100,12.5,rain,,,,11.2,245.1,,63,5.2,233.6,20.3,9,,2020-09-28T06:08:47,2020-09-28T18:11:32,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-09-29,27.9,20.6,22.9,30,20.6,23,21,89.6,65.09,100,79.17,rain,,,44.6,14.8,268.1,,70.2,5,198.6,17.1,8,,2020-09-29T06:08:49,2020-09-29T18:10:50,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-09-30,26.9,19,22.7,28.7,19,22.7,20.2,86.7,22.9,100,54.17,rain,,,,14.8,269.2,,66.3,4.7,140.5,12.1,5,,2020-09-30T06:08:50,2020-09-30T18:10:09,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-01,27.9,20,23.7,29.5,20,23.9,19.4,78,0,0,0,,,,,18.4,238.8,,58.4,6.8,249,21.5,9,,2020-10-01T06:08:52,2020-10-01T18:09:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-10-02,29.9,18.8,24.6,31.7,18.8,25,20.2,77.9,1.4,100,20.83,rain,,,,13,261.7,,58.4,5.6,274.7,23.7,10,,2020-10-02T06:08:54,2020-10-02T18:08:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-10-03,28.9,21,23.8,30.7,21,24.1,20.8,84.1,5.27,100,41.67,rain,,,,15,251.3,,67.8,5.4,178.3,15.5,7,,2020-10-03T06:08:57,2020-10-03T18:08:07,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-10-04,27.9,20.1,23.1,29.5,20.1,23.2,19.7,82,1,100,29.17,rain,,,,20.5,254.4,,62.1,6.3,197.6,17.1,7,,2020-10-04T06:09:00,2020-10-04T18:07:28,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-10-05,28,19,23.7,29.6,19,24,19.4,78.1,0,0,0,,,,,16.6,250.7,,50.9,6.5,249.7,21.7,8,,2020-10-05T06:09:03,2020-10-05T18:06:48,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2020-10-06,30.9,20,25.2,32.2,20,25.6,19.6,74.4,2.3,100,25,rain,,,29.5,9.4,242.1,,34.1,6,282.1,24.5,10,,2020-10-06T06:09:06,2020-10-06T18:06:09,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-07,30.9,21.9,25.3,32.9,21.9,26,20.5,76.6,4.1,100,66.67,rain,,,,14.7,240.8,,47.5,6.3,257,22.4,9,,2020-10-07T06:09:10,2020-10-07T18:05:30,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-08,30.9,20,26,32.3,20,26.5,19.7,71.5,1.7,100,20.83,rain,,,,9.4,191,,55.2,5.4,192,16.6,8,,2020-10-08T06:09:14,2020-10-08T18:04:52,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-09,29,22,24.3,31.9,22,24.7,21.7,86.7,14.2,100,66.67,rain,,,,20,138.6,,75.1,4.3,142.7,12.3,6,,2020-10-09T06:09:18,2020-10-09T18:04:14,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-10,28.9,19.4,23.7,31.3,19.4,24.1,20.5,84.3,84.9,100,83.33,rain,,,51.8,20.5,203.3,,80.9,5.9,132.8,11.4,5,,2020-10-10T06:09:23,2020-10-10T18:03:37,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-11,24.9,21,22.2,24.9,21,22.2,21,93.2,5.29,100,41.67,rain,,,,18.2,261.9,,90.5,5,157.3,13.6,6,,2020-10-11T06:09:29,2020-10-11T18:03:01,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-12,25.9,20,22.3,25.9,20,22.3,20.7,91.1,5.09,100,37.5,rain,,,,28.3,260.3,,88.7,5,218.1,18.8,7,,2020-10-12T06:09:34,2020-10-12T18:02:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-13,24,20.3,21.8,24,20.3,21.8,20.4,92,6.58,100,50,rain,,,,29.3,252.2,,90.8,4.6,169.5,14.6,7,,2020-10-13T06:09:41,2020-10-13T18:01:49,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-14,25.9,19.9,22.2,25.9,19.9,22.2,19.4,84.4,0.2,100,8.33,rain,,,,33.4,243.8,,88.1,5.5,242.3,21,8,,2020-10-14T06:09:47,2020-10-14T18:01:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-15,27,19.4,22.9,28.4,19.4,23.1,19.1,80,0.2,100,8.33,rain,,,,27.6,245.7,,77.4,6.7,215.9,18.6,8,,2020-10-15T06:09:54,2020-10-15T18:00:40,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-16,28.9,19.1,23.8,30.2,19.1,24,19.2,77.6,0,0,0,,,,,18,260.7,,54.5,5.8,203.7,17.6,7,,2020-10-16T06:10:02,2020-10-16T18:00:06,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-17,28,20,23.8,29.6,20,24,19.4,78.3,2.3,100,25,rain,,,,7.7,225.7,,68.2,6,180,15.5,7,,2020-10-17T06:10:10,2020-10-17T17:59:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-18,27.9,21,24,29.5,21,24.3,20.6,82.4,6,100,70.83,rain,,,,9.3,196.3,,86.4,5.9,221.3,19.2,9,,2020-10-18T06:10:19,2020-10-18T17:59:01,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-19,27,21.7,23.6,29.2,21.7,23.8,21.4,87.8,15.94,100,75,rain,,,,14.8,224,,81.4,4.6,154.1,13.3,6,,2020-10-19T06:10:28,2020-10-19T17:58:30,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,remote,43295099999"
bangalore,2020-10-20,26.9,21,23.3,29,21,23.4,21.6,90.7,39.69,100,70.83,rain,,,,14.3,272.3,,82.4,4.9,141.6,12.1,5,,2020-10-20T06:10:38,2020-10-20T17:57:59,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-21,25.9,20.7,22.9,25.9,20.7,22.9,21.4,91.7,45.18,100,75,rain,,,,9.3,196.7,,92.1,5.2,121,10.6,5,,2020-10-21T06:10:48,2020-10-21T17:57:29,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-22,27.9,21,22.8,30.5,21,23.1,21.4,92.6,25.63,100,83.33,rain,,,,18,267.4,,90.3,4.7,191.6,16.6,8,,2020-10-22T06:10:59,2020-10-22T17:56:59,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-23,27,17.9,22.2,29.2,17.9,22.4,20.7,91.8,19.92,100,41.67,rain,,,,18.3,260.2,,89.5,5.2,139.9,11.9,5,,2020-10-23T06:11:10,2020-10-23T17:56:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-24,27,17.4,22,28.4,17.4,22.1,18.9,84.1,3.3,100,25,rain,,,,11.2,169.4,,82.1,5.6,163.9,14.1,7,,2020-10-24T06:11:22,2020-10-24T17:56:03,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-25,29,20.9,24.2,30.6,20.9,24.5,19.6,77.1,6.36,100,20.83,rain,,,,7.7,178.5,,73,6.2,192.6,16.6,8,,2020-10-25T06:11:35,2020-10-25T17:55:37,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-26,29.9,20,24.3,29.9,20,24.4,18,71.4,0,0,0,,,,,7.8,25.8,,44.2,5.8,225.1,19.5,8,,2020-10-26T06:11:48,2020-10-26T17:55:11,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-27,28.9,18,23.8,29.3,18,23.9,17.7,71.9,0,0,0,,,,,8,57.7,949.3,35.7,5.8,243.6,21.1,8,,2020-10-27T06:12:01,2020-10-27T17:54:46,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-28,27.9,18,23.2,27.8,18,23.2,16.6,69.7,0,0,0,,,,,11.3,61.5,,36.6,5.3,268.9,23.2,9,,2020-10-28T06:12:16,2020-10-28T17:54:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-29,26.1,19,21.7,26.1,19,21.7,16.9,75.8,0.5,100,20.83,rain,,,,16.6,33.1,,68.6,5.6,246.3,21.2,9,,2020-10-29T06:12:31,2020-10-29T17:53:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,42705699999,VOBL,43295099999"
bangalore,2020-10-30,27.7,18,22.7,27.4,18,22.6,15.4,66.6,0,0,0,,,,,13,32.1,,53.2,6.8,246.7,21.3,9,,2020-10-30T06:12:46,2020-10-30T17:53:36,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-10-31,29.9,18,24.1,29.9,18,24.2,17.3,68.7,0,0,0,,,,,11.2,37.2,,47.3,4.8,260.4,22.4,9,,2020-10-31T06:13:03,2020-10-31T17:53:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-01,30.9,19,24.8,30.2,19,24.9,17.4,66.9,0.2,100,4.17,rain,,,,7.7,37.4,,47.5,5.1,246.3,21.2,8,,2020-11-01T06:13:20,2020-11-01T17:52:55,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-02,29.9,20,24.6,30.7,20,24.8,19.1,73.9,0.7,100,20.83,rain,,,,9.1,50,,46.9,4.6,238.1,20.7,8,,2020-11-02T06:13:37,2020-11-02T17:52:36,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-03,29.9,19,24.7,30.7,19,25,18.8,72,0.1,100,4.17,rain,,,,13,45.1,,47,4.9,243.1,21,9,,2020-11-03T06:13:55,2020-11-03T17:52:18,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-04,28.9,19,24.4,30.7,19,24.9,19.9,77.7,0,0,0,,,,,7.6,38,,51.9,5,224.7,19.4,8,,2020-11-04T06:14:14,2020-11-04T17:52:00,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-05,29.3,21.1,24.2,31.1,21.1,24.5,20.5,81.8,15.06,100,62.5,rain,,,,9.4,70.2,,58.7,4.7,224,19.3,8,,2020-11-05T06:14:34,2020-11-05T17:51:44,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-06,29,21,24.3,31.3,21,24.6,20.9,83.4,6.88,100,33.33,rain,,,,14.8,80.6,,67.6,6.6,266.2,22.8,9,,2020-11-06T06:14:54,2020-11-06T17:51:29,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-07,29.9,20.9,24,30.3,20.9,24.2,20.2,81.2,0.22,100,12.5,rain,,,,16.6,75.8,,51.8,6.3,257.3,22.3,9,,2020-11-07T06:15:14,2020-11-07T17:51:15,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-08,27.9,20,23.7,29.5,20,24,19.8,80.2,1.2,100,29.17,rain,,,,14.9,66.7,,68.2,5.5,228.9,19.9,8,,2020-11-08T06:15:36,2020-11-08T17:51:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-09,27.9,20,23.2,28.5,20,23.3,17.8,74.1,0,0,0,,,,,13,28.7,,45.1,4.8,260.1,22.6,9,,2020-11-09T06:15:58,2020-11-09T17:50:50,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-10,27.1,16,21.3,27.5,16,21.2,12.6,62.8,0,0,0,,,,,7.6,35.9,,18.1,6.6,278.5,24.2,10,,2020-11-10T06:16:20,2020-11-10T17:50:39,0.86,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-11,27.9,16,22,27.6,16,22,15.8,71,0.9,100,29.17,rain,,,,7.6,31.8,,28.3,6,260.6,22.5,9,,2020-11-11T06:16:44,2020-11-11T17:50:30,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-12,27.9,20,23.6,29.6,20,23.9,20.3,82.4,3.1,100,54.17,rain,,,33.5,14.6,44.7,,53.8,5.9,146,12.7,5,,2020-11-12T06:17:08,2020-11-12T17:50:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-13,26,20,22.3,26,20,22.3,21,92.6,13.09,100,54.17,rain,,,,14.8,50.7,,77.9,4.8,169.5,14.7,6,,2020-11-13T06:17:32,2020-11-13T17:50:14,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-14,28.9,20,23.3,30.2,20,23.5,19.3,80.4,0.6,100,20.83,rain,,,,13.4,71.1,,49.1,6.5,255.2,22,9,,2020-11-14T06:17:57,2020-11-14T17:50:07,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-15,24.9,19,21.7,24.9,19,21.7,20.4,92.4,11.22,100,41.67,rain,,,,11.2,41.9,,77.6,4.9,212.2,18.4,8,,2020-11-15T06:18:23,2020-11-15T17:50:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-16,25.9,20.7,21.9,25.9,20.7,21.9,20.9,94.5,33.17,100,75,rain,,,,14.8,58.4,,94.9,5.2,159.5,13.7,6,,2020-11-16T06:18:49,2020-11-16T17:49:58,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-17,27.9,19.9,23,29.5,19.9,23.2,19.7,83,2.1,100,41.67,rain,,,,23.9,66.9,,71.8,6.5,234.7,20.4,8,,2020-11-17T06:19:15,2020-11-17T17:49:55,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-18,27.2,19,22.6,28.4,19,22.8,19.4,83.4,0.7,100,29.17,rain,,,,12.8,75.7,,57.5,6.7,229.9,20,8,,2020-11-18T06:19:43,2020-11-18T17:49:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-11-19,28,19,23.1,29.2,19,23.3,19.6,82.2,0.2,100,8.33,rain,,,,15,81.2,,59.7,5.9,258.3,22.4,9,,2020-11-19T06:20:10,2020-11-19T17:49:53,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
